"Project","Status","ExitCode","DurationSeconds","Detail"
"KernelWithSemanticFunctionsFromPrompt\5.1d KernelWithSemanticFunctionsFromPrompt.csproj","Passed","0","3,7","SEMANTIC FUNCTION:
  Name: Function_2f14f026285c410d8333a92ba8bd303c
  Description: 'Generic function, unknown purpose'
  Plugin name: ''
  Execution settings: [max_tokens, 1000] [temperature, 0.1]
  Input variable: 
    basic_moves : String required ''
    input : String required ''
  Output variable:   ''
RENDERED PROMPT: Your task is to break down complex commands into a sequence of these basic moves.
The permitted basic moves are: forward, backward, turn left, turn right, and stop.

[COMPLEX COMMAND START]
There is a tree directly in front of the car. Avoid it and then come back to the original path.
[COMPLEX COMMAND END]

Provide only the sequence of the basic movements, without any additional explanations.

Commands:
PROMPT RESPONSE: turn right
forward
turn left
forward
turn left
forward
turn right
stop"
"KernelWithSemanticFunctionsFromPromptTemplateConfig\5.1c KernelWithSemanticFunctionsFromPromptTemplateConfig.csproj","Failed","-532462766","7","sultAsync(IChatCompletionService chatCompletion, Kernel kernel, PromptRenderingResult promptRenderingResult, CancellationToken cancellationToken)
   at Microsoft.SemanticKernel.KernelFunctionFromPrompt.InvokeCoreAsync(Kernel kernel, KernelArguments arguments, CancellationToken cancellationToken)
   at Microsoft.SemanticKernel.KernelFunction.<>c__DisplayClass32_0.<<InvokeAsync>b__0>d.MoveNext()
--- End of stack trace from previous location ---
   at Microsoft.SemanticKernel.Kernel.InvokeFilterOrFunctionAsync(NonNullCollection`1 functionFilters, Func`2 functionCallback, FunctionInvocationContext context, Int32 index)
   at Microsoft.SemanticKernel.Kernel.OnFunctionInvocationAsync(KernelFunction function, KernelArguments arguments, FunctionResult functionResult, Boolean isStreaming, Func`2 functionCallback, CancellationToken cancellationToken)
   at Microsoft.SemanticKernel.KernelFunction.InvokeAsync(Kernel kernel, KernelArguments arguments, CancellationToken cancellationToken)
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\KernelWithSemanticFunctionsFromPromptTemplateConfig\Program.cs:line 66
   at Program.<Main>(String[] args)"
"KernelWithSemanticFunctionsFromYaml\5.1e KernelWithSemanticFunctionsFromYaml.csproj","Failed","-532462766","7,4","ChatCompletionResultAsync(IChatCompletionService chatCompletion, Kernel kernel, PromptRenderingResult promptRenderingResult, CancellationToken cancellationToken)
   at Microsoft.SemanticKernel.KernelFunctionFromPrompt.InvokeCoreAsync(Kernel kernel, KernelArguments arguments, CancellationToken cancellationToken)
   at Microsoft.SemanticKernel.KernelFunction.<>c__DisplayClass32_0.<<InvokeAsync>b__0>d.MoveNext()
--- End of stack trace from previous location ---
   at Microsoft.SemanticKernel.Kernel.InvokeFilterOrFunctionAsync(NonNullCollection`1 functionFilters, Func`2 functionCallback, FunctionInvocationContext context, Int32 index)
   at Microsoft.SemanticKernel.Kernel.OnFunctionInvocationAsync(KernelFunction function, KernelArguments arguments, FunctionResult functionResult, Boolean isStreaming, Func`2 functionCallback, CancellationToken cancellationToken)
   at Microsoft.SemanticKernel.KernelFunction.InvokeAsync(Kernel kernel, KernelArguments arguments, CancellationToken cancellationToken)
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\KernelWithSemanticFunctionsFromYaml\Program.cs:line 62
   at Program.<Main>(String[] args)"
"KernelWithStreaming\3.1d KernelWithStreaming.csproj","Passed","0","4,2","STREAMING USING PROMPT TEMPLATE
info: InvokePromptStreamingAsync_52f2ff5fff6d4d859fb00d010a2f5f44[0]
      Function (null)-InvokePromptStreamingAsync_52f2ff5fff6d4d859fb00d010a2f5f44 streaming.
turn right
forward
turn left
forward
turn left
forward
turn rightinfo: Microsoft.SemanticKernel.Connectors.OpenAI.OpenAIChatCompletionService[0]
      Prompt tokens: 83. Completion tokens: 20. Total tokens: 103.
info: InvokePromptStreamingAsync_52f2ff5fff6d4d859fb00d010a2f5f44[0]
      Function (null)-InvokePromptStreamingAsync_52f2ff5fff6d4d859fb00d010a2f5f44 streaming completed. Duration: 1.9286194s.

STREAMING USING SEMANTIC FUNCTION
info: Function_2fe62fd38765400cb6b6c207ec8873cc[0]
      Function (null)-Function_2fe62fd38765400cb6b6c207ec8873cc streaming.
turn right
forward
turn left
forward
turn left
forward
turn rightinfo: Microsoft.SemanticKernel.Connectors.OpenAI.OpenAIChatCompletionService[0]
      Prompt tokens: 83. Completion tokens: 20. Total tokens: 103.

info: Function_2fe62fd38765400cb6b6c207ec8873cc[0]
      Function (null)-Function_2fe62fd38765400cb6b6c207ec8873cc streaming completed. Duration: 0.7806546s."
"LLamaSharpWithKernelAndChatCompletion\11.02 LLamaSharpWithKernelAndChatCompletion.csproj","Failed","-532462766","12,3","24B-Instruct-2503-Q4_K_M.gguf'
   at Microsoft.Win32.SafeHandles.SafeFileHandle.CreateFile(String fullPath, FileMode mode, FileAccess access, FileShare share, FileOptions options)
   at Microsoft.Win32.SafeHandles.SafeFileHandle.Open(String fullPath, FileMode mode, FileAccess access, FileShare share, FileOptions options, Int64 preallocationSize, Nullable`1 unixCreateMode)
   at System.IO.Strategies.OSFileStreamStrategy..ctor(String path, FileMode mode, FileAccess access, FileShare share, FileOptions options, Int64 preallocationSize, Nullable`1 unixCreateMode)
   at System.IO.Strategies.FileStreamHelpers.ChooseStrategyCore(String path, FileMode mode, FileAccess access, FileShare share, FileOptions options, Int64 preallocationSize, Nullable`1 unixCreateMode)
   at System.IO.FileStream..ctor(String path, FileMode mode, FileAccess access)
   at LLama.Native.SafeLlamaModelHandle.LoadFromFile(String modelPath, LLamaModelParams lparams)
   at LLama.LLamaWeights.LoadFromFile(IModelParams params)
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\LLamaSharpWithKernelAndChatCompletion\Program.cs:line 27
   at Program.<Main>(String[] args)"
"LLamaSharpWithKernelAndTextGeneration\11.01 LLamaSharpWithKernelAndTextGeneration.csproj","Failed","-532462766","8,2","24B-Instruct-2503-Q4_K_M.gguf'
   at Microsoft.Win32.SafeHandles.SafeFileHandle.CreateFile(String fullPath, FileMode mode, FileAccess access, FileShare share, FileOptions options)
   at Microsoft.Win32.SafeHandles.SafeFileHandle.Open(String fullPath, FileMode mode, FileAccess access, FileShare share, FileOptions options, Int64 preallocationSize, Nullable`1 unixCreateMode)
   at System.IO.Strategies.OSFileStreamStrategy..ctor(String path, FileMode mode, FileAccess access, FileShare share, FileOptions options, Int64 preallocationSize, Nullable`1 unixCreateMode)
   at System.IO.Strategies.FileStreamHelpers.ChooseStrategyCore(String path, FileMode mode, FileAccess access, FileShare share, FileOptions options, Int64 preallocationSize, Nullable`1 unixCreateMode)
   at System.IO.FileStream..ctor(String path, FileMode mode, FileAccess access)
   at LLama.Native.SafeLlamaModelHandle.LoadFromFile(String modelPath, LLamaModelParams lparams)
   at LLama.LLamaWeights.LoadFromFile(IModelParams params)
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\LLamaSharpWithKernelAndTextGeneration\Program.cs:line 27
   at Program.<Main>(String[] args)"
"McpClientSample\16.02 McpClientSample.csproj","Failed","-532462766","6,3","6.01 McpServerSample.csproj.
   at System.Threading.Channels.AsyncOperation`2.GetResult(Int16 token)
   at System.Threading.Channels.ChannelReader`1.ReadAllAsync(CancellationToken cancellationToken)+MoveNext()
   at ModelContextProtocol.McpSessionHandler.ProcessMessagesCoreAsync(CancellationToken cancellationToken)
   at ModelContextProtocol.McpSessionHandler.ProcessMessagesCoreAsync(CancellationToken cancellationToken)
   at ModelContextProtocol.McpSessionHandler.DisposeAsync()
   at ModelContextProtocol.Client.McpClientImpl.DisposeAsync()
   at ModelContextProtocol.Client.McpClientImpl.ConnectAsync(CancellationToken cancellationToken)
   at ModelContextProtocol.Client.McpClient.CreateAsync(IClientTransport clientTransport, McpClientOptions clientOptions, ILoggerFactory loggerFactory, CancellationToken cancellationToken)
   at ModelContextProtocol.Client.McpClient.CreateAsync(IClientTransport clientTransport, McpClientOptions clientOptions, ILoggerFactory loggerFactory, CancellationToken cancellationToken)
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\McpClientSample\Program.cs:line 20
   at Program.<Main>(String[] args)"
"McpServerSample\16.01 McpServerSample.csproj","Passed","0","2,5","Using launch settings from C:\Users\danie\source\repos\Apex.SemanticKernelInAction\McpServerSample\Properties\launchSettings.json...
Registered MCP tool: backward
Registered MCP tool: forward
Registered MCP tool: stop
Registered MCP tool: turn_left
Registered MCP tool: turn_right
MCP Server is running..."
"MistralWithChatCompletion\11.12 MistralWithChatCompletion.csproj","Passed","0","16,4","RESPONSE: MotorsPlugin.turn_right()
MotorsPlugin.forward()
MotorsPlugin.turn_left()
MotorsPlugin.forward()
MotorsPlugin.turn_left()
MotorsPlugin.forward()
MotorsPlugin.turn_right()

NO FUNCTION CALLS FOUND IN THE RESPONSE, CALLING FUNCTION CALLING FIX!
[01:37:16:274] MOTORS: TurnRight: 90┬░
[01:37:18:284] MOTORS: Forward: 90m
[01:37:20:300] MOTORS: TurnLeft: 90┬░
[01:37:22:304] MOTORS: Forward: 90m
[01:37:24:305] MOTORS: TurnLeft: 90┬░
[01:37:26:308] MOTORS: Forward: 90m
[01:37:28:317] MOTORS: TurnRight: 90┬░"
"OllamaSharpWithChatCompletion\11.05d OllamaSharpWithChatCompletion.csproj","Failed","-532462766","5,4","eading.Tasks.Sources.IValueTaskSource<System.Boolean>.GetResult()
   at Microsoft.SemanticKernel.ChatCompletion.ChatClientChatCompletionService.GetStreamingChatMessageContentsAsync(ChatHistory chatHistory, PromptExecutionSettings executionSettings, Kernel kernel, CancellationToken cancellationToken)+MoveNext()
   at Microsoft.SemanticKernel.ChatCompletion.ChatClientChatCompletionService.GetStreamingChatMessageContentsAsync(ChatHistory chatHistory, PromptExecutionSettings executionSettings, Kernel kernel, CancellationToken cancellationToken)+MoveNext()
   at Microsoft.SemanticKernel.ChatCompletion.ChatClientChatCompletionService.GetStreamingChatMessageContentsAsync(ChatHistory chatHistory, PromptExecutionSettings executionSettings, Kernel kernel, CancellationToken cancellationToken)+System.Threading.Tasks.Sources.IValueTaskSource<System.Boolean>.GetResult()
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\OllamaSharpWithChatCompletion\Program.cs:line 32
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\OllamaSharpWithChatCompletion\Program.cs:line 32
   at Program.<Main>(String[] args)"
"OllamaSharpWithChatRequest\11.05b OllamaSharpWithChatRequest.csproj","Failed","-532462766","4,3","=== Ollama Client with Chat ===
RESPONSE: 
Unhandled exception. System.Net.Http.HttpRequestException: Response status code does not indicate success: 404 (Not Found).
   at System.Net.Http.HttpResponseMessage.EnsureSuccessStatusCode()
   at OllamaSharp.OllamaApiClient.EnsureSuccessStatusCodeAsync(HttpResponseMessage response)
   at OllamaSharp.OllamaApiClient.SendToOllamaAsync(HttpRequestMessage requestMessage, OllamaRequest ollamaRequest, HttpCompletionOption completionOption, CancellationToken cancellationToken)
   at OllamaSharp.OllamaApiClient.ChatAsync(ChatRequest request, CancellationToken cancellationToken)+MoveNext()
   at OllamaSharp.OllamaApiClient.ChatAsync(ChatRequest request, CancellationToken cancellationToken)+System.Threading.Tasks.Sources.IValueTaskSource<System.Boolean>.GetResult()
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\OllamaSharpWithChatRequest\Program.cs:line 42
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\OllamaSharpWithChatRequest\Program.cs:line 42
   at Program.<Main>(String[] args)"
"OllamaSharpWithChatRequestAndTools\11.05c OllamaSharpWithChatRequestAndTools.csproj","Failed","-532462766","4,8","Async(ChatRequest request, CancellationToken cancellationToken)+MoveNext()
   at OllamaSharp.OllamaApiClient.ChatAsync(ChatRequest request, CancellationToken cancellationToken)+System.Threading.Tasks.Sources.IValueTaskSource<System.Boolean>.GetResult()
   at OllamaSharp.Chat.SendAsAsync(ChatRole role, String message, IEnumerable`1 tools, IEnumerable`1 imagesAsBase64, Object format, CancellationToken cancellationToken)+MoveNext()
   at OllamaSharp.Chat.SendAsAsync(ChatRole role, String message, IEnumerable`1 tools, IEnumerable`1 imagesAsBase64, Object format, CancellationToken cancellationToken)+MoveNext()
   at OllamaSharp.Chat.SendAsAsync(ChatRole role, String message, IEnumerable`1 tools, IEnumerable`1 imagesAsBase64, Object format, CancellationToken cancellationToken)+System.Threading.Tasks.Sources.IValueTaskSource<System.Boolean>.GetResult()
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\OllamaSharpWithChatRequestAndTools\Program.cs:line 20
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\OllamaSharpWithChatRequestAndTools\Program.cs:line 20
   at Program.<Main>(String[] args)"
"OllamaSharpWithGenerateRequest\11.05a OllamaSharpWithGenerateRequest.csproj","Failed","-532462766","6","st ollamaRequest, HttpCompletionOption completionOption, CancellationToken cancellationToken)
   at OllamaSharp.OllamaApiClient.GenerateCompletionAsync(GenerateRequest generateRequest, CancellationToken cancellationToken)+MoveNext()
   at OllamaSharp.OllamaApiClient.GenerateCompletionAsync(GenerateRequest generateRequest, CancellationToken cancellationToken)+System.Threading.Tasks.Sources.IValueTaskSource<System.Boolean>.GetResult()
   at OllamaSharp.OllamaApiClient.GenerateAsync(GenerateRequest request, CancellationToken cancellationToken)+MoveNext()
   at OllamaSharp.OllamaApiClient.GenerateAsync(GenerateRequest request, CancellationToken cancellationToken)+MoveNext()
   at OllamaSharp.OllamaApiClient.GenerateAsync(GenerateRequest request, CancellationToken cancellationToken)+System.Threading.Tasks.Sources.IValueTaskSource<System.Boolean>.GetResult()
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\OllamaSharpWithGenerateRequest\Program.cs:line 50
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\OllamaSharpWithGenerateRequest\Program.cs:line 50
   at Program.<Main>(String[] args)"
"OllamaSharpWithKernelAndChatCompletion\11.06 OllamaSharpWithKernelAndChatCompletion.csproj","Failed","-532462766","5,4","er`2 appender, Action`1 itemCallback)
   at OllamaSharp.IAsyncEnumerableExtensions.StreamToEndAsync[Tin,Tout](IAsyncEnumerable`1 stream, IAppender`2 appender, Action`1 itemCallback)
   at OllamaSharp.OllamaApiClient.Microsoft.Extensions.AI.IChatClient.GetResponseAsync(IEnumerable`1 messages, ChatOptions options, CancellationToken cancellationToken)
   at Microsoft.Extensions.AI.FunctionInvokingChatClient.GetResponseAsync(IEnumerable`1 messages, ChatOptions options, CancellationToken cancellationToken)
   at Microsoft.SemanticKernel.ChatCompletion.ChatClientChatCompletionService.GetChatMessageContentsAsync(ChatHistory chatHistory, PromptExecutionSettings executionSettings, Kernel kernel, CancellationToken cancellationToken)
   at Microsoft.SemanticKernel.ChatCompletion.ChatCompletionServiceExtensions.GetChatMessageContentAsync(IChatCompletionService chatCompletionService, ChatHistory chatHistory, PromptExecutionSettings executionSettings, Kernel kernel, CancellationToken cancellationToken)
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\OllamaSharpWithKernelAndChatCompletion\Program.cs:line 58
   at Program.<Main>(String[] args)"
"OllamaSharpWithKernelAndTextGeneration\11.05 OllamaSharpWithKernelAndTextGeneration.csproj","Failed","-532462766","5,3","lationToken cancellationToken)+MoveNext()
   at Microsoft.SemanticKernel.KernelFunctionFromPrompt.InvokeStreamingCoreAsync[TResult](Kernel kernel, KernelArguments arguments, CancellationToken cancellationToken)+System.Threading.Tasks.Sources.IValueTaskSource<System.Boolean>.GetResult()
   at Microsoft.SemanticKernel.KernelFunction.InvokeStreamingAsync[TResult](Kernel kernel, KernelArguments arguments, CancellationToken cancellationToken)+MoveNext()
   at Microsoft.SemanticKernel.KernelFunction.InvokeStreamingAsync[TResult](Kernel kernel, KernelArguments arguments, CancellationToken cancellationToken)+MoveNext()
   at Microsoft.SemanticKernel.KernelFunction.InvokeStreamingAsync[TResult](Kernel kernel, KernelArguments arguments, CancellationToken cancellationToken)+System.Threading.Tasks.Sources.IValueTaskSource<System.Boolean>.GetResult()
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\OllamaSharpWithKernelAndTextGeneration\Program.cs:line 44
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\OllamaSharpWithKernelAndTextGeneration\Program.cs:line 44
   at Program.<Main>(String[] args)"
"OnnxWithKernel\11.03 OnnxWithKernel.csproj","Failed","-532462766","6","Kernel kernel, KernelArguments arguments, CancellationToken cancellationToken)+MoveNext()
   at Microsoft.SemanticKernel.KernelFunctionFromPrompt.InvokeStreamingCoreAsync[TResult](Kernel kernel, KernelArguments arguments, CancellationToken cancellationToken)+System.Threading.Tasks.Sources.IValueTaskSource<System.Boolean>.GetResult()
   at Microsoft.SemanticKernel.KernelFunction.InvokeStreamingAsync[TResult](Kernel kernel, KernelArguments arguments, CancellationToken cancellationToken)+MoveNext()
   at Microsoft.SemanticKernel.KernelFunction.InvokeStreamingAsync[TResult](Kernel kernel, KernelArguments arguments, CancellationToken cancellationToken)+MoveNext()
   at Microsoft.SemanticKernel.KernelFunction.InvokeStreamingAsync[TResult](Kernel kernel, KernelArguments arguments, CancellationToken cancellationToken)+System.Threading.Tasks.Sources.IValueTaskSource<System.Boolean>.GetResult()
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\OnnxWithKernel\Program.cs:line 49
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\OnnxWithKernel\Program.cs:line 49
   at Program.<Main>(String[] args)"
"OnnxWithKernelAndChatHistory\11.04 OnnxWithKernelAndChatHistory.csproj","Failed","-532462766","4,7","=== ONNX with Kernel and Chat History ===
RESPONSE: 
Unhandled exception. Microsoft.ML.OnnxRuntimeGenAI.OnnxRuntimeGenAIException: Error opening c:\Temp\LLMs\ONNX\phi-3.5-mini-instruct\cpu_and_mobile\cpu-int4-awq-block-128-acc-level-4\genai_config.json
   at Microsoft.ML.OnnxRuntimeGenAI.Model..ctor(String modelPath)
   at Microsoft.ML.OnnxRuntimeGenAI.OnnxRuntimeGenAIChatClient..ctor(String modelPath, OnnxRuntimeGenAIChatClientOptions options)
   at Microsoft.SemanticKernel.Connectors.Onnx.OnnxRuntimeGenAIChatCompletionService.GetChatCompletionService()
   at Microsoft.SemanticKernel.Connectors.Onnx.OnnxRuntimeGenAIChatCompletionService.GetStreamingChatMessageContentsAsync(ChatHistory chatHistory, PromptExecutionSettings executionSettings, Kernel kernel, CancellationToken cancellationToken)
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\OnnxWithKernelAndChatHistory\Program.cs:line 56
   at Program.<Main>(String[] args)"
"OpenAIAssistantAgent\12.10 OpenAIAssistantAgent.csproj","Failed","-532462766","7,4","Unhandled exception. System.ClientModel.ClientResultException: HTTP 400 (invalid_request_error: unsupported_model)
Parameter: model

The requested model 'gpt-5.4' cannot be used with the Assistants API.
   at OpenAI.ClientPipelineExtensions.ProcessMessageAsync(ClientPipeline pipeline, PipelineMessage message, RequestOptions options)
   at OpenAI.Assistants.AssistantClient.CreateAssistantAsync(BinaryContent content, RequestOptions options)
   at OpenAI.Assistants.AssistantClient.CreateAssistantAsync(String model, AssistantCreationOptions options, CancellationToken cancellationToken)
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\OpenAIAssistantAgent\Program.cs:line 11
   at Program.<Main>(String[] args)"
"OpenAIAssistantAgentFromYaml\12.21 OpenAIAssistantAgentFromYaml.csproj","Failed","-532462766","5,8","l'.
File name: 'C:\Users\danie\source\repos\Apex.SemanticKernelInAction\OpenAIAssistantAgentFromYaml\ChatCompletionAgent.yaml'
   at Microsoft.Win32.SafeHandles.SafeFileHandle.CreateFile(String fullPath, FileMode mode, FileAccess access, FileShare share, FileOptions options)
   at Microsoft.Win32.SafeHandles.SafeFileHandle.Open(String fullPath, FileMode mode, FileAccess access, FileShare share, FileOptions options, Int64 preallocationSize, Nullable`1 unixCreateMode)
   at System.IO.Strategies.OSFileStreamStrategy..ctor(String path, FileMode mode, FileAccess access, FileShare share, FileOptions options, Int64 preallocationSize, Nullable`1 unixCreateMode)
   at System.IO.Strategies.FileStreamHelpers.ChooseStrategyCore(String path, FileMode mode, FileAccess access, FileShare share, FileOptions options, Int64 preallocationSize, Nullable`1 unixCreateMode)
   at System.IO.StreamReader.ValidateArgsAndOpenPath(String path, Int32 bufferSize)
   at System.IO.File.ReadAllText(String path, Encoding encoding)
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\OpenAIAssistantAgentFromYaml\Program.cs:line 25
   at Program.<Main>(String[] args)"
"OpenAIAssistantAgentWithCodeInterpreter\12.11 OpenAIAssistantAgentWithCodeInterpreter.csproj","Failed","-532462766","9","entResultException: HTTP 400 (invalid_request_error: unsupported_model)
Parameter: model

The requested model 'gpt-5.4' cannot be used with the Assistants API.
   at OpenAI.ClientPipelineExtensions.ProcessMessageAsync(ClientPipeline pipeline, PipelineMessage message, RequestOptions options)
   at OpenAI.Assistants.AssistantClient.CreateAssistantAsync(BinaryContent content, RequestOptions options)
   at OpenAI.Assistants.AssistantClient.CreateAssistantAsync(String model, AssistantCreationOptions options, CancellationToken cancellationToken)
   at Microsoft.SemanticKernel.Agents.OpenAI.AssistantClientExtensions.CreateAssistantAsync(AssistantClient client, String modelId, String name, String description, String instructions, Boolean enableCodeInterpreter, IReadOnlyList`1 codeInterpreterFileIds, Boolean enableFileSearch, String vectorStoreId, Nullable`1 temperature, Nullable`1 topP, AssistantResponseFormat responseFormat, IReadOnlyDictionary`2 metadata, CancellationToken cancellationToken)
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\OpenAIAssistantAgentWithCodeInterpreter\Program.cs:line 12
   at Program.<Main>(String[] args)"
"OpenAIAssistantAgentWithFileSearch\12.13 OpenAIAssistantAgentWithFileSearch.csproj","Failed","-532462766","7,5","l.ClientResultException: HTTP 400 (invalid_request_error: unsupported_model)
Parameter: model

The requested model 'gpt-5.4' cannot be used with the Assistants API.
   at OpenAI.ClientPipelineExtensions.ProcessMessageAsync(ClientPipeline pipeline, PipelineMessage message, RequestOptions options)
   at OpenAI.Assistants.AssistantClient.CreateAssistantAsync(BinaryContent content, RequestOptions options)
   at OpenAI.Assistants.AssistantClient.CreateAssistantAsync(String model, AssistantCreationOptions options, CancellationToken cancellationToken)
   at Microsoft.SemanticKernel.Agents.OpenAI.AssistantClientExtensions.CreateAssistantAsync(AssistantClient client, String modelId, String name, String description, String instructions, Boolean enableCodeInterpreter, IReadOnlyList`1 codeInterpreterFileIds, Boolean enableFileSearch, String vectorStoreId, Nullable`1 temperature, Nullable`1 topP, AssistantResponseFormat responseFormat, IReadOnlyDictionary`2 metadata, CancellationToken cancellationToken)
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\OpenAIAssistantAgentWithFileSearch\Program.cs:line 12
   at Program.<Main>(String[] args)"
"OpenAIResponseAgent\12.13a OpenAIResponseAgent.csproj","Failed","1","1,3","Unhandled exception: An error occurred trying to start process 'C:\Users\danie\source\repos\Apex.SemanticKernelInAction\OpenAIResponseAgent\bin\Debug\net10.0\12.13a OpenAIResponseAgent.exe' with working directory 'C:\Users\danie\source\repos\Apex.SemanticKernelInAction\OpenAIResponseAgent'. The system cannot find the file specified."
"Plugins\Plugins.csproj","NotRunnable",,"0","OutputType="
"PluginsTesting\6.5 PluginsTesting.csproj","NotRunnable",,"0","OutputType="
"PluginsWithBuiltIn\6.4a PluginsWithBuiltIn.csproj","Failed","-532462766","8","en)
   at Microsoft.SemanticKernel.KernelFunctionFromPrompt.RenderPromptAsync(Kernel kernel, KernelArguments arguments, Boolean isStreaming, CancellationToken cancellationToken)
   at Microsoft.SemanticKernel.KernelFunctionFromPrompt.InvokeCoreAsync(Kernel kernel, KernelArguments arguments, CancellationToken cancellationToken)
   at Microsoft.SemanticKernel.KernelFunction.<>c__DisplayClass32_0.<<InvokeAsync>b__0>d.MoveNext()
--- End of stack trace from previous location ---
   at Microsoft.SemanticKernel.Kernel.InvokeFilterOrFunctionAsync(NonNullCollection`1 functionFilters, Func`2 functionCallback, FunctionInvocationContext context, Int32 index)
   at Microsoft.SemanticKernel.Kernel.OnFunctionInvocationAsync(KernelFunction function, KernelArguments arguments, FunctionResult functionResult, Boolean isStreaming, Func`2 functionCallback, CancellationToken cancellationToken)
   at Microsoft.SemanticKernel.KernelFunction.InvokeAsync(Kernel kernel, KernelArguments arguments, CancellationToken cancellationToken)
   at Program.<Main>$(String[] args) in C:\Users\danie\source\repos\Apex.SemanticKernelInAction\PluginsWithBuiltIn\Program.cs:line 39
   at Program.<Main>(String[] args)"
"PluginsWithFunctionChaining\6.3a PluginsWithFunctionChaining.csproj","Passed","0","6","[01:38:53:754] SENSORS: READING Droplet Level: High
[01:38:54:307] RAIN DETECTOR: Starting wipers for droplet level: High.
RAIN THREAT REPORT:
  Droplet level: High
  Wipper status: Wipers have started for droplet level: High.
[01:38:55:343] SENSORS: READING Temperature: -8 Celsius degrees.
[01:38:55:854] MOTORS: Forward: 10m
FIRE THREAT REPORT:
  Temperature: -8 Celsius degrees
  Movement: moved forward for 10 meters."
"PluginsWithFunctionNesting\6.3b PluginsWithFunctionNesting.csproj","Passed","0","6,1","[01:38:59:912] SENSORS: READING Droplet Level: None
[01:39:00:456] RAIN DETECTOR: Stopping wipers.
RAIN THREAT REPORT:
  Droplet level: None
  Wipper status: Wipers have stopped.
[01:39:01:489] SENSORS: READING Temperature: -20 Celsius degrees.
[01:39:01:993] MOTORS: Forward: 10m
FIRE THREAT REPORT:
  Temperature: -20 Celsius degrees
  Movement: moved forward for 10 meters."
"PluginsWithHybridFunctions\6.2c PluginsWithHybridFunctions.csproj","Passed","0","4,6","Kernel plugins and functions and their parameters:
  robot_car_plugin: Robot car plugin. (2):
    BreakdownComplexCommands: It breaks down the given complex command into a step-by-step sequence of basic moves. | output parameter schema: , input parameters:
      basic_moves: {""type"":""string""}
      input: {""type"":""string""}
    CalibrateSensors: Calibrates all sensors on the robot car. | output parameter schema: {""type"":""string""}, input parameters:
[39:07] CALIBRATING sensors...
RENDERED PROMPT: You are an AI assistant controlling a robot car.
Status: All sensors have been calibrated.

Provide only the sequence of the basic movements, without any additional explanations.
    
Complex command: There is a tree directly in front of the car. Avoid it and then come back to the original path..
RESPONSE: TURN_LEFT
MOVE_FORWARD
TURN_RIGHT
MOVE_FORWARD
TURN_RIGHT
MOVE_FORWARD
TURN_LEFT"
